cond,arm,context_len,params,n_seeds,episode_len_mean,episode_len_std,return_mean,return_std,tracking_err_mean,tracking_err_std
drift_oracle,mlp,1,144390,1,76.4313735961914,3.1384090403651776,64.28819274902344,2.5028096864053437,0.4521948993206024,0.0015594739727505895
drift_oracle,stack,16,182918,1,79.9000015258789,4.029824634345942,66.5008773803711,3.1700016835517326,0.4545297622680664,0.0021165086010642466
drift_oracle,mamba,16,156550,1,80.96078491210938,3.334426565051992,68.54045867919922,2.6309509330627394,0.45144760608673096,0.001986854836813378
drift,mlp,1,143622,1,76.11538696289062,3.3528823567366404,64.84718322753906,3.028718902401246,0.44853687286376953,0.0015963555015890555
drift,stack,16,176774,1,74.17646789550781,3.060014797021064,62.19219207763672,2.4069792467329365,0.44952961802482605,0.0017575324000411324
drift,mamba,16,156166,1,81.8448257446289,4.053170730228248,69.13484191894531,3.3006083648119904,0.4495479464530945,0.001729504706145743
