iter,actor_grad_norm,critic_grad_norm,entropy,env_frames,explained_var,policy_loss,rollout_fps,train/stats.action_smoothness,train/stats.d_hat_norm,train/stats.episode_len,train/stats.filter_lambda,train/stats.gust_speed,train/stats.min_wall_dist,train/stats.return,train/stats.tracking_error,train/stats.tracking_error_ema,train/stats.wall_correction,train/stats.wall_depth,train/stats.wall_viol_frac,train/stats.wall_violation,value_loss
18,26.440811157226562,0.16569600999355316,6.10682487487793,77824,0.9974880218505859,0.041704028844833374,365.74474667477534,-0.3958529829978943,101.42169952392578,463.03125,0.0,0.38099250197410583,0.24052441120147705,278.29583740234375,-217.10748291015625,1.626950740814209,0.0,0.10710354149341583,0.2465813159942627,0.28125,0.0016774173127487302
